Product ID,Category,Brand,Current Stock,60-Day Sales,30-Day Sales,Stock Progress (%),Hotspot Stock,Stagnant Stock,Purchase Price
537238798070,Cata 4,Brand 6,148,300062,200711,0.637196821967247,False,True,6795.546255653408
648014428316,Cata 2,Brand 10,50,300531,199799,0.5494775983129022,False,False,8020.137854930935
344385871160,Cata 2,Brand 12,15,299993,199601,0.8961710801995307,False,True,6522.0978077651125
169214477896,Cata 7,Brand 2,88,299319,200059,0.6072206962210625,True,False,7098.284558858982
831522529040,Cata 5,Brand 2,256,298383,200196,0.32968190704368994,False,False,5693.577669546921
218659196703,Cata 7,Brand 1,256,299663,200480,0.6736534562908367,True,False,8518.050139010644
844864342496,Cata 7,Brand 9,262,300357,199604,0.5425849394258826,False,True,6240.449935748446
538376919541,Cata 1,Brand 2,37,299290,199275,0.3554676068971334,True,False,7168.882767144421
905970204001,Cata 2,Brand 7,156,300206,199521,0.5410485652148622,True,False,6713.441320263538
569349856024,Cata 3,Brand 14,277,300589,199735,0.5993387161528267,False,False,6622.937840553426
119192015501,Cata 3,Brand 5,55,300056,199485,0.6762247080769815,False,False,8836.545234623953
534501484142,Cata 2,Brand 15,143,300665,199465,1.0,False,False,6868.475547390881
801118244052,Cata 4,Brand 9,258,300006,200629,0.42693650903352226,False,False,7246.653687958636
449495430941,Cata 1,Brand 7,78,300249,199958,0.6253409007820487,False,False,7497.512936540247
264032042832,Cata 4,Brand 1,284,299833,200105,0.8406674452762511,False,False,7212.524421349058
268697175438,Cata 5,Brand 12,229,300233,199312,0.603172770158063,False,False,6456.515119099064
765404451430,Cata 4,Brand 8,257,300615,200126,0.5494453581617731,False,False,6054.926506019439
730401861266,Cata 6,Brand 9,243,300098,199856,0.7830231552208888,False,False,7762.332603736336
607919678165,Cata 1,Brand 6,46,300094,200069,0.6783829401747217,False,False,9115.880952999867
790557673065,Cata 3,Brand 3,48,300241,200580,0.5408116130468248,False,False,7402.929874634188
798691687394,Cata 1,Brand 15,39,300412,200034,0.21434831829543133,False,True,6361.622064044871
397737627985,Cata 7,Brand 12,35,300351,200049,0.6603725255613846,False,False,5834.731759636866
320196362707,Cata 3,Brand 7,143,299948,200051,0.749014040932296,False,False,8033.58405750872
817146366938,Cata 2,Brand 1,284,300255,200293,0.46391385259578133,True,False,7935.973709736281
893932879273,Cata 5,Brand 14,260,300792,199902,0.5335020366007464,False,False,7886.542129924979
114446506907,Cata 8,Brand 11,181,300058,199594,0.4022647616406455,False,False,7131.193642855205
108135365404,Cata 3,Brand 8,86,300122,199288,0.6997806139868616,False,True,7414.688763032378
626694771341,Cata 8,Brand 8,278,300322,200138,0.7069507115747125,False,False,7218.877362398369
157647205662,Cata 4,Brand 11,145,299538,199827,0.7028743595529383,False,False,7187.923274278798
389402974221,Cata 5,Brand 10,63,300697,201618,0.859653193049185,False,False,5735.361961995118
421987372375,Cata 2,Brand 11,15,299077,199511,0.819675316524697,False,False,7951.761776497698
804310980176,Cata 2,Brand 8,260,300679,200281,0.4156865040962714,False,False,5849.9255007849515
143822466519,Cata 7,Brand 4,180,299949,199908,0.5293354550987024,False,False,8522.66768465387
752243035908,Cata 6,Brand 7,179,299842,199727,1.0,False,False,7491.952430496836
823811951900,Cata 2,Brand 12,255,300350,200614,0.6909159502063438,False,False,7872.832417907971
324629773719,Cata 6,Brand 5,113,299445,199777,1.0,True,False,7812.251243020776
290697829082,Cata 2,Brand 11,33,298579,200361,0.8689088757711648,False,False,6947.383859562005
175839993609,Cata 8,Brand 11,115,299356,200029,0.5292413434057028,False,False,5166.812564285014
275930217935,Cata 7,Brand 14,40,299787,200602,0.5419349620570485,False,False,7761.31817981904
554045877586,Cata 3,Brand 8,141,300066,199913,0.5940040981669605,False,False,6347.375543250348
588821479880,Cata 7,Brand 9,193,300398,200187,0.6694409162621099,True,False,6703.684717337261
825377060018,Cata 6,Brand 2,133,298903,200580,0.32827231538424684,False,False,5649.122979374251
342127371301,Cata 3,Brand 10,209,300212,200575,0.5557905119426514,False,False,5699.133229705283
250955991607,Cata 8,Brand 7,106,300446,200207,0.48508869208938754,True,False,4365.799335130303
225505410201,Cata 1,Brand 12,222,299829,199717,0.37050482081937025,False,False,6125.403278510588
833139292359,Cata 8,Brand 13,184,299728,200424,0.6609862160030132,False,False,5842.175639024123
404945872189,Cata 2,Brand 3,115,299541,199819,0.7245375732616943,False,False,8696.397898455354
599963401332,Cata 8,Brand 4,5,300816,200254,0.5139444329831718,False,False,6946.666522159258
123232550886,Cata 3,Brand 11,76,300001,199809,0.5628800858298879,True,True,8310.62579416367
707031676156,Cata 4,Brand 14,48,299935,200974,0.5148540334934928,True,False,6029.855399812756
784742092292,Cata 2,Brand 12,5,300295,199862,0.20664560080702177,False,False,7551.5433073826935
478323702785,Cata 5,Brand 15,24,300175,199728,0.663424978054384,False,False,8312.497259338801
